LeadCreated,VendorLeadID,CallStatus,WidgetName,PublisherZoneName,PublisherCampaignName,AddressScore,PhoneScore,AdvertiserCampaignName,State,DebtLevel,Partner,ReferralDomain,MarketingCampaign,AdGroup,Keyword,SearchQuery,QualityGroup,GoodLeadFlag,ClosedLeadFlag,Month,Quarter,Year
30-04-2009,FEA07FAA-CCA0-49C6-B2DA-C41D2091F159,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,30001-50000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
29-06-2009,9BB7E586-A994-4004-B239-8A121194CBB9,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,5,Debt Settlement1 Master,PA,7500-10000,yahoo,Unknown,DebtReductionInc,General Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
23-05-2009,DVulBCyLPkmrLv8MuOrtGA,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,20001-30000,google,www.buzzle.com,Debt Volume,How,debt,Unknown,Bad,0,0,2009-05,2009Q2,2009
29-04-2009,NGWanB5rDUSWs8qJQPOTbw,Contacted - Invalid Profile,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MA,7500-15000,yahoo,Unknown,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Bad,0,0,2009-04,2009Q2,2009
08-04-2009,88A5D4CD-5D8A-44CF-AE00-8536F82713B6,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,WV,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,government debt consolidation programs wv,Unknown,0,0,2009-04,2009Q2,2009
19-09-2009,A24AZ_VaMEqJh3abUbrVtg,EP Confirmed,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,MA,10001-15000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Consolidation,Unknown,debt consolidation,Good,1,0,2009-09,2009Q3,2009
01-06-2009,06CFBB4B-6CE0-4716-90AB-565310C97B92,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MA,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Get Out Of Debt,Unknown,get out of debt free,Unknown,0,0,2009-06,2009Q2,2009
08-07-2009,73B91D2C-9266-4221-9788-E77FB8219E35,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,2,creditsolutions-branded-shortform,NY,50001-70000,Google,ezinearticles.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
29-07-2009,3F69D0A9-7CEC-46E8-BC95-9596E06A423B,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,NY,10001-15000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debtfree,debtfree,Unknown,0,0,2009-07,2009Q3,2009
18-07-2009,3F24A291-25BA-42FC-BC78-55AA19014B25,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,NY,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Student Debt - high volume,Unknown,cannot pay student loan debt,Unknown,0,0,2009-07,2009Q3,2009
20-09-2009,3BC65003-D3A7-4A46-9CB8-8B33FB929483,Unknown,w-302252-DebtReduction1-1DC-yellowarrow,TopLeft-302252,DebtReductionInc,2,5,Debt Settlement1 Master,NY,7500-10000,yahoo,Unknown,DebtReductionInc,Credit Card Consolidation,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
02-07-2009,339352EC-9B03-471D-B074-82D22F29B031,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,5,Debt Settlement1 Master,MA,30001-50000,google,googleads.g.doubleclick.net,Debt Consolidation,Free,Free debt consolidation,Unknown,Unknown,0,0,2009-07,2009Q3,2009
25-07-2009,0EBB94C9-B9A2-4902-855D-DF13E7FA75A2,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,MD,90000-100000,yahoo,search.yahoo.com,DebtReductionInc,Debt Restructuring,Unknown,dc area personal debt restructuring lawyer,Unknown,0,0,2009-07,2009Q3,2009
15-05-2009,4cBiDdXbLEyh2j5-j0fv8w,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MD,More_than_100000,AdKnowledge,us.mc361.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Bad,0,0,2009-05,2009Q2,2009
23-08-2009,9DBE0C06-B5BE-48C3-8BC5-83B67C5FD03E,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,VA,30001-50000,google,searchservice.myspace.com,Debt Volume,Debt,Debt,Unknown,Unknown,0,0,2009-08,2009Q3,2009
01-07-2009,63EE3F50-41D8-4B7F-ADE9-F34CCF59BDF3,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,5,Debt Settlement1 Master,FL,More_than_100000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
07-05-2009,MxuigyL0mku5kA-QLM8_iQ,Closed,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,FL,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Get Out Of Debt,Unknown,ways to get out of debt,Closed,1,1,2009-05,2009Q2,2009
14-07-2009,UXgMNhFT10mtKHTFXNBFJg,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,3,creditsolutions-branded-shortform,MD,More_than_100000,Google,ezinearticles.com,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-07,2009Q3,2009
30-07-2009,D68DC3F4-DCB3-43ED-9EEA-CED193DD1157,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,MD,15001-20000,google,search.cnn.com,Debt Holding Tank,Holding Tank - Debt,Debt,Unknown,Unknown,0,0,2009-07,2009Q3,2009
16-05-2009,VofP2UVbmU6oJyVqhqz2KA,Closed,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,VA,70001-90000,yahoo,search.yahoo.com,DebtReductionInc,General Debt,Unknown,credit repair,Closed,1,1,2009-05,2009Q2,2009
01-08-2009,43E555EE-C889-4E65-83B9-CAA92450D13A,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,VA,15001-20000,Google,www.ehow.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
15-06-2009,up3Hz2DGwUm372t_MMdM-Q,Closed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,20001-30000,yahoo,www.justclicklocal.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Closed,1,1,2009-06,2009Q2,2009
18-09-2009,607A72F6-8C25-4458-943E-BAE8A5A168F3,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,2,5,Debt Settlement1 Master,NY,30001-50000,yahoo,hostghostplus.com,DebtReductionInc,Credit Card Consolidation,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
30-06-2009,7F3F3017-2F14-403D-9F5E-C892D386E875,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,5,creditsolutions-branded-shortform,NY,50001-70000,Google,Unknown,DebtReductionInc,General Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
06-06-2009,E63DA256-1F19-41D2-AC91-B3F12F0F6830,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,7500-10000,google,www.lowpriceshopper.com,Debt General,Lower Payments,Credit card payments,Unknown,Unknown,0,0,2009-06,2009Q2,2009
24-07-2009,526B3093-10B7-4EB5-BCAC-E099E3811470,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,3,3,Debt Settlement1 Master,CA,30001-50000,Google,www.debtreductioninc.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
28-07-2009,3B9836F9-0510-4B84-BCBD-CB8CE35B3668,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,CA,7500-10000,google,www.info.com,Debt General,Lower Payments,Credit card payments,Unknown,Unknown,0,0,2009-07,2009Q3,2009
16-04-2009,A24055C0-F5A5-4530-97AD-7BF777CE6C64,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MA,70001-90000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debt cures they don t want you to know about,debt cures they don't want you to know about,Unknown,0,0,2009-04,2009Q2,2009
11-04-2009,ADD6C5C1-033B-440F-9E1A-193A0774BB34,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,30001-50000,Google,googleads.g.doubleclick.net,DebtReductionInc,Debt Reduction,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
18-06-2009,DEB8A02A-6280-462A-80D8-505705D29F19,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MA,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Personal Debt Consolidation Loan,Unknown,personal loan debt constellations,Unknown,0,0,2009-06,2009Q2,2009
04-07-2009,E74F1F90-69DF-46AE-A7B1-11A1A6CB57A2,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,3,creditsolutions-branded-shortform,VA,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,General Debt,Unknown,financial counseling,Unknown,0,0,2009-07,2009Q3,2009
10-05-2009,E65DB7A1-08A9-4590-A1B9-2BAEAE6B3B4A,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MD,30001-50000,yahoo,www.findstuff.com,DebtReductionInc,Credit Debt Consolidation Loan,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
28-05-2009,5E55622D-2684-44B8-8A9B-C730C0057C67,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MI,10001-15000,Google,ezinearticles.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
09-05-2009,61F41565-79FE-4B06-BBEB-6E38B4474B97,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,ND,50001-70000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
19-06-2009,F2871159-8729-467A-810C-CDE04967DEC2,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,ND,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation - high volume,Unknown,debt consolidation in Bismarck nd,Unknown,0,0,2009-06,2009Q2,2009
22-06-2009,48255987-2EAA-45BB-AE6D-948E75B0491D,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,ND,30001-50000,google,search.money.cnn.com,Debt Holding Tank,Holding Tank - Debt,Us debt resolve,Unknown,Unknown,0,0,2009-06,2009Q2,2009
14-05-2009,E1C319B6-BFD1-4C34-9C45-66DF1CD42FFC,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,50001-70000,AdKnowledge,us.mc656.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
27-07-2009,3ty8HShMvUG5ffbG-wL0ow,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,5,creditsolutions-branded-shortform,CA,20001-30000,google,Unknown,Credit,Debt Credit Services,Credit services,Unknown,Bad,0,0,2009-07,2009Q3,2009
15-07-2009,6B78B8F3-65C6-4601-8B0C-B03AE729A8F8,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,4,creditsolutions-branded-shortform,CO,7500-10000,google,news.google.com,Debt General,Lower Payments,Credit card payments,www.chase.com creditcards payment,Unknown,0,0,2009-07,2009Q3,2009
23-08-2009,10460397-8C6D-49C9-823B-4E72E8BAC009,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,AL,7500-10000,google,www.ask.com,Debt Holding Tank,Holding Tank - Debt,Debts,When debtors file lein on estates does the debts  have to be paid,Unknown,0,0,2009-08,2009Q3,2009
12-07-2009,03FDC7AF-627D-4163-B146-021E2B8309C3,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,TX,30001-50000,Google,ads.cnn.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
27-04-2009,389FCA06-CE59-4938-81CE-902192C3A179,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,30001-50000,Google,googleads.g.doubleclick.net,DebtReductionInc,Debt Credit Services,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
12-07-2009,0A43C058-5729-44A4-8AA2-F1F113A38D1C,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,4,creditsolutions-branded-shortform,FL,More_than_100000,Google,www.mahalo.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
11-07-2009,FB89FB55-6D12-4E7F-8E56-3853CFC9985E,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,4,creditsolutions-branded-shortform,FL,10001-15000,Google,www.ehow.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
27-09-2009,F105CF89-9E2D-4F3E-87AF-DE4483D1939B,Unknown,w-302252-DebtReduction1-1DC-yellowarrow,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,FL,30001-50000,yahoo,www.zwangi.com,DebtReductionInc,General Debt,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
10-05-2009,7FE3F574-71FE-4F72-9F89-E91EEB11C00C,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,7500-15000,yahoo,www.findstuff.com,DebtReductionInc,Credit Debt Consolidation Loan,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
24-09-2009,D22535BF-C473-4DEE-A930-6BCAC0DD6158,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,2,creditsolutions-branded-shortform,FL,10001-15000,yahoo,landings.trafficz.com,DebtReductionInc,Credit Card Consolidation,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
04-05-2009,666A67E1-C605-4C5D-BF14-C47F3AC4D579,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,FL,50001-70000,google,googleads.g.doubleclick.net,Debt Consolidation,Consolidation,Debt consolidation,Unknown,Unknown,0,0,2009-05,2009Q2,2009
16-08-2009,F49657BE-04CD-49CC-AA15-FAC72ED460EF,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,1,3,Debt Settlement1 Master,FL,90000-100000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
31-05-2009,CvSIPRcIqkKnAsCzAPd0Rw,EP Confirmed,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,10001-15000,yahoo,www.linkroll.com,DebtReductionInc,General Debt,Unknown,Unknown,Good,1,0,2009-05,2009Q2,2009
02-05-2009,49809B1B-AA39-4A77-8F9E-6916AB647790,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,50001-70000,Google,ezinearticles.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
12-05-2009,f2Whnik4iEawlpS536SFyQ,Closed,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,OR,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,government debt consolidator,Closed,1,1,2009-05,2009Q2,2009
15-06-2009,IHSwdDiZ-0misQUyPuEyeg,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AZ,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,cambridge debt,Bad,0,0,2009-06,2009Q2,2009
07-06-2009,4628F7A8-EF5F-4824-9735-D0DF5E944039,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,AZ,50001-70000,google,search23.info.com,Debt Holding Tank,Holding Tank - Debt,Debt letters,Unknown,Unknown,0,0,2009-06,2009Q2,2009
22-09-2009,CBFC4ACB-57DE-4B2F-B707-7EC37A9481F0,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,CO,7500-10000,google,www.google.com,Debt General,Debt Program,Debt reduction program,free debt reduction programs,Unknown,0,0,2009-09,2009Q3,2009
23-05-2009,E0CD5E86-858B-4215-8B43-FC7F3713D511,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CO,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,General Debt,Unknown,colorado debt repair,Unknown,0,0,2009-05,2009Q2,2009
07-06-2009,Y5g4wus8iEaZPUtBwtELpQ,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MT,10001-15000,yahoo,search.yahoo.com,state,About Debt Consolidation,Unknown,montana consumer credit counseling,Bad,0,0,2009-06,2009Q2,2009
06-07-2009,XqsG9RHJika4qWsTq4e3Nw,Closed,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,3,Debt Settlement1 Master,MT,20001-30000,yahoo,purelocal.com,DebtReductionInc,Lower Payments,Unknown,Unknown,Closed,1,1,2009-07,2009Q3,2009
11-04-2009,1B77AD43-0096-444F-B9D0-07ED39260AA6,Unknown,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NM,7500-15000,Google,googleads.g.doubleclick.net,DebtReductionInc,Stop Collections,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
17-06-2009,M2HtBrcAtESqLCm0YgWbOw,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AZ,20001-30000,google,www.google.com,Debt General,Lower Payments,Credit card payments,www.chase.com creditcards payment,Bad,0,0,2009-06,2009Q2,2009
26-06-2009,70508102-B202-420B-AC05-251C2D2F746F,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,5,creditsolutions-branded-shortform,CO,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Debt,Unknown,average credit card debt,Unknown,0,0,2009-06,2009Q2,2009
20-08-2009,AB3CC62A-0524-44E2-84B3-01261CF0EF0B,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,CO,30001-50000,google,googleads.g.doubleclick.net,Debt Consolidation,Debt Consolidation,Debt consolidation online,Unknown,Unknown,0,0,2009-08,2009Q3,2009
14-04-2009,CCE2E8F8-D537-45CB-9C0F-0FA939A26670,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AZ,70001-90000,google,domains.googlesyndication.com,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-04,2009Q2,2009
20-09-2009,10D682EE-FFAA-4F02-AB2C-2A15E737D592,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,4,creditsolutions-branded-shortform,OR,30001-50000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
10-06-2009,215D3342-970D-4C62-B65F-E902C15FD5E7,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IA,50001-70000,google,www.google.com,Debt General,Student Debt,Student loan default,studentloans for people who are in default,Unknown,0,0,2009-06,2009Q2,2009
13-05-2009,F36E248A-3ECD-42FE-A3A8-FC51C2DFD240,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,7500-15000,AdKnowledge,us.mc310.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
05-08-2009,E4C109AC-5A22-4F62-B714-746729B733B0,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,1,5,Debt Settlement1 Master,WV,90000-100000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,government help for debt consolation,Unknown,0,0,2009-08,2009Q3,2009
25-07-2009,83ACD119-9B1E-4A69-9471-E227B314E1A0,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,4,creditsolutions-branded-shortform,TX,20001-30000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
21-08-2009,ou4C9J2gkUKJqw3lSh2C-A,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,3,3,Debt Settlement1 Master,FL,20001-30000,google,www.ask.com,Debt General,Loan Default,Loans in default,education loan default for darick lashey jackson,Bad,0,0,2009-08,2009Q3,2009
12-07-2009,435DF026-6147-4818-8627-36016904F6D9,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,3,creditsolutions-branded-shortform,MA,10001-15000,google,ezinearticles.com,Debt Consolidation,Debt Consolidation,Military debt consolidation,Unknown,Unknown,0,0,2009-07,2009Q3,2009
16-04-2009,3A585730-A812-4D1F-9971-3E07DAF1ABA0,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,LA,20001-30000,yahoo,affordablestudentloan.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
17-08-2009,7B900204-3D2D-4450-ACF8-EE249C84CA5D,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,MI,7500-10000,google,www.google.com,Debt General,Lower Payments,Credit card payments,chase credit card payment,Unknown,0,0,2009-08,2009Q3,2009
26-07-2009,Zg1K7I4pC0qyVFIEb8nVCA,Closed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,MI,7500-10000,google,www.google.com,Debt General,Stop Collections,Creditor harassment,creditor harassment,Closed,1,1,2009-07,2009Q3,2009
25-05-2009,Byi49_8bXkaaG74n9HQWwg,Closed,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MI,70001-90000,google,www.google.com,Credit,Credit Card Reduction,Credit card interest reduction,credit card interest rate reduction program,Closed,1,1,2009-05,2009Q2,2009
17-04-2009,CB960E13-5166-4788-BF2B-48248614B6C0,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MO,50001-70000,google,www.google.com,Debt General,Student Debt,Student loan default,programs for getting out of student loan default,Unknown,0,0,2009-04,2009Q2,2009
24-06-2009,369BB271-7460-4466-A8BE-9AEE4065536F,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,IL,20001-30000,yahoo,search.yahoo.com,DebtReductionInc - YSM Restructure (05/29/09),Bankruptcy (LV),Unknown,should i file bankruptsy on debt thats 7years old,Unknown,0,0,2009-06,2009Q2,2009
17-04-2009,pR1Krplrs0_t-zCsuRHYpw,Unable to contact - Bad Contact Information,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,70001-90000,yahoo,search.yahoo.com,DebtReductionInc,Debt Credit Services,Unknown,credit service,Bad,0,0,2009-04,2009Q2,2009
27-09-2009,F45803AD-A3FD-41E0-8268-43D7822A36BE,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,IL,10001-15000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Consolidation,Unknown,how to eliminate debt,Unknown,0,0,2009-09,2009Q3,2009
15-06-2009,5ECBE552-BB02-4C16-825E-BD26923D3F6F,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,IL,30001-50000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,National debt initiative program,national debt initiative program,Unknown,0,0,2009-06,2009Q2,2009
25-07-2009,65A0D334-9ACF-4996-9FFB-709A1F3858E0,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,MO,50001-70000,Google,www.debtreductioninc.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
26-04-2009,sMei_WNlD0elVnTadAQWoQ,EP Confirmed,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,20001-30000,google,www.google.com,Debt General,Debt Negotiation,Credit negotiators,CREDIT CARD NEGOIATOR,Good,1,0,2009-04,2009Q2,2009
